Star Mass (solar masses): 0.671, Star Radius (solar radii): 0.686
------------------------------------------------------------------------------------------
Time (Days),Brightness (solar luminosities),Brightness uncertainty (solar luminosities),Brightness (fractional),Brightness uncertainty (fractional)
176.64308, 0.20245053, 7.209E-5, 1.00002122, 3.561E-4
176.95488, 0.20246785, 7.118E-5, 1.00010677, 3.516E-4
177.82447, 0.20246738, 8.198E-5, 1.00010444, 4.049E-4
178.23054, 0.20245401, 7.867E-5, 1.00003838, 3.886E-4
179.01151, 0.20245628, 7.271E-5, 1.00004961, 3.592E-4
179.98059, 0.20247140, 8.032E-5, 1.00012430, 3.968E-4
180.47317, 0.20245297, 7.079E-5, 1.00003328, 3.497E-4
180.80361, 0.20245624, 8.071E-5, 1.00004940, 3.987E-4
181.38453, 0.20246900, 7.055E-5, 1.00011247, 3.485E-4
181.55914, 0.20247080, 7.315E-5, 1.00012132, 3.613E-4
181.60623, 0.20244598, 6.941E-5, 0.99999875, 3.429E-4
182.01233, 0.20247059, 6.952E-5, 1.00012029, 3.434E-4
182.48172, 0.20245038, 7.649E-5, 1.00002046, 3.778E-4
182.57566, 0.20244850, 6.868E-5, 1.00001119, 3.392E-4
183.10466, 0.20246735, 7.189E-5, 1.00010429, 3.551E-4
183.24529, 0.20245515, 7.574E-5, 1.00004405, 3.741E-4
183.85168, 0.20246829, 8.006E-5, 1.00010893, 3.954E-4
184.38700, 0.20245770, 7.627E-5, 1.00005664, 3.767E-4
185.00125, 0.20246502, 7.414E-5, 1.00009278, 3.662E-4
185.24297, 0.20245662, 7.233E-5, 1.00005129, 3.573E-4
186.07842, 0.20245308, 7.373E-5, 1.00003379, 3.642E-4
187.59080, 0.20245445, 7.960E-5, 1.00004057, 3.932E-4
188.01079, 0.20245048, 6.694E-5, 1.00002098, 3.307E-4
188.28971, 0.20246112, 6.948E-5, 1.00007354, 3.432E-4
189.14805, 0.20244680, 6.984E-5, 1.00000277, 3.450E-4
191.52585, 0.20244533, 8.009E-5, 0.99999554, 3.956E-4
191.79104, 0.20245602, 7.342E-5, 1.00004831, 3.627E-4
191.80465, 0.20246086, 7.497E-5, 1.00007224, 3.703E-4
191.85346, 0.20245702, 6.869E-5, 1.00005324, 3.393E-4
191.89608, 0.20246246, 7.313E-5, 1.00008013, 3.612E-4
192.12660, 0.20245995, 6.711E-5, 1.00006774, 3.315E-4
193.64152, 0.20245733, 7.119E-5, 1.00005480, 3.516E-4
193.70747, 0.20245007, 6.944E-5, 1.00001896, 3.430E-4
193.78351, 0.20246585, 6.637E-5, 1.00009687, 3.278E-4
194.00216, 0.20245596, 7.083E-5, 1.00004803, 3.499E-4
195.10202, 0.20245334, 8.171E-5, 1.00003511, 4.036E-4
195.36768, 0.20246553, 7.563E-5, 1.00009530, 3.736E-4
196.32548, 0.20245952, 7.557E-5, 1.00006561, 3.733E-4
196.77688, 0.20245609, 7.250E-5, 1.00004865, 3.581E-4
199.23386, 0.20245611, 7.608E-5, 1.00004879, 3.758E-4
199.93670, 0.20244760, 7.463E-5, 1.00000675, 3.686E-4
199.93919, 0.20246312, 7.143E-5, 1.00008342, 3.529E-4
200.84588, 0.20246878, 8.005E-5, 1.00011137, 3.954E-4
200.85735, 0.20246781, 7.498E-5, 1.00010656, 3.704E-4
201.17668, 0.20245078, 6.882E-5, 1.00002242, 3.400E-4
201.49142, 0.20246220, 7.046E-5, 1.00007886, 3.480E-4
201.94621, 0.20246865, 8.165E-5, 1.00011074, 4.033E-4
202.73314, 0.20244740, 7.298E-5, 1.00000575, 3.605E-4
202.87646, 0.20245937, 7.657E-5, 1.00006490, 3.782E-4
203.00575, 0.20244593, 7.323E-5, 0.99999848, 3.617E-4
203.91233, 0.20245050, 6.933E-5, 1.00002104, 3.425E-4
204.53772, 0.20246260, 7.042E-5, 1.00008084, 3.479E-4
205.24691, 0.20246509, 7.189E-5, 1.00009313, 3.551E-4
205.47029, 0.20244904, 6.658E-5, 1.00001386, 3.289E-4
205.93154, 0.20246847, 8.267E-5, 1.00010981, 4.084E-4
206.02476, 0.20244862, 7.549E-5, 1.00001176, 3.729E-4
206.18299, 0.20246234, 8.017E-5, 1.00007953, 3.960E-4
206.59614, 0.20246423, 7.080E-5, 1.00008888, 3.497E-4
206.76471, 0.20246061, 7.921E-5, 1.00007100, 3.913E-4
207.50300, 0.20246566, 7.534E-5, 1.00009592, 3.721E-4
208.91593, 0.20246640, 7.825E-5, 1.00009959, 3.865E-4
209.24382, 0.20246292, 7.003E-5, 1.00008242, 3.459E-4
209.83907, 0.20245503, 8.009E-5, 1.00004345, 3.956E-4
209.91501, 0.20244774, 7.356E-5, 1.00000745, 3.634E-4
210.05741, 0.20246734, 8.175E-5, 1.00010424, 4.038E-4
210.38374, 0.20246003, 7.292E-5, 1.00006814, 3.602E-4
210.75984, 0.20246541, 7.131E-5, 1.00009473, 3.522E-4
211.12804, 0.20245295, 7.740E-5, 1.00003317, 3.823E-4
211.27920, 0.20247183, 7.904E-5, 1.00012643, 3.904E-4
213.08141, 0.20245229, 6.781E-5, 1.00002991, 3.349E-4
213.68518, 0.20245734, 7.010E-5, 1.00005487, 3.463E-4
213.97208, 0.20246238, 8.124E-5, 1.00007975, 4.013E-4
214.32120, 0.20246871, 7.134E-5, 1.00011102, 3.524E-4
215.02701, 0.20246219, 7.930E-5, 1.00007882, 3.917E-4
215.40578, 0.20246632, 8.112E-5, 1.00009922, 4.007E-4
215.85552, 0.20247085, 7.387E-5, 1.00012158, 3.649E-4
215.85967, 0.20247156, 8.106E-5, 1.00012509, 4.004E-4
216.37636, 0.20244703, 8.087E-5, 1.00000391, 3.995E-4
216.39906, 0.20246365, 7.851E-5, 1.00008604, 3.878E-4
217.01980, 0.20247126, 8.192E-5, 1.00012360, 4.047E-4
217.81332, 0.20245665, 8.018E-5, 1.00005143, 3.960E-4
219.25008, 0.20245770, 7.865E-5, 1.00005660, 3.885E-4
219.35993, 0.20244636, 7.082E-5, 1.00000064, 3.498E-4
219.80384, 0.20246775, 8.209E-5, 1.00010628, 4.055E-4
220.21123, 0.20246581, 7.068E-5, 1.00009667, 3.491E-4
220.75267, 0.20244905, 6.795E-5, 1.00001389, 3.356E-4
221.47247, 0.20245504, 7.094E-5, 1.00004348, 3.504E-4
221.49609, 0.20245013, 8.140E-5, 1.00001925, 4.021E-4
221.58355, 0.20245175, 8.167E-5, 1.00002725, 4.034E-4
221.71133, 0.20244714, 7.142E-5, 1.00000448, 3.528E-4
221.85844, 0.20245255, 7.136E-5, 1.00003118, 3.525E-4
221.92738, 0.20246683, 7.134E-5, 1.00010171, 3.524E-4
222.60003, 0.20245194, 7.454E-5, 1.00002819, 3.682E-4
222.71102, 0.20244704, 8.180E-5, 1.00000397, 4.040E-4
222.80782, 0.20245011, 6.713E-5, 1.00001915, 3.316E-4
223.69605, 0.20246948, 7.151E-5, 1.00011481, 3.532E-4
223.99687, 0.20244939, 7.393E-5, 1.00001559, 3.652E-4
224.01801, 0.20245504, 7.624E-5, 1.00004348, 3.766E-4
224.43577, 0.20246111, 7.174E-5, 1.00007349, 3.543E-4
225.79174, 0.20244683, 7.486E-5, 1.00000291, 3.698E-4
226.46537, 0.20246851, 8.246E-5, 1.00011001, 4.073E-4
227.39018, 0.20246272, 7.918E-5, 1.00008140, 3.911E-4
227.72941, 0.20245123, 7.142E-5, 1.00002469, 3.528E-4
228.48812, 0.20247061, 6.784E-5, 1.00012042, 3.351E-4
228.72653, 0.20246011, 8.246E-5, 1.00006852, 4.073E-4
228.76734, 0.20244832, 7.276E-5, 1.00001030, 3.594E-4
229.24677, 0.20244803, 7.499E-5, 1.00000886, 3.704E-4
229.41629, 0.20246682, 6.934E-5, 1.00010168, 3.425E-4
230.03892, 0.20244967, 7.549E-5, 1.00001698, 3.729E-4
230.53915, 0.20245214, 7.892E-5, 1.00002914, 3.898E-4
230.64630, 0.20246747, 7.061E-5, 1.00010491, 3.488E-4
231.16128, 0.20245776, 7.645E-5, 1.00005694, 3.776E-4
231.66040, 0.20246828, 8.214E-5, 1.00010888, 4.058E-4
232.81950, 0.20245595, 7.657E-5, 1.00004798, 3.782E-4
233.05000, 0.20246950, 8.137E-5, 1.00011492, 4.020E-4
233.29372, 0.20244699, 8.027E-5, 1.00000375, 3.965E-4
233.45140, 0.20244907, 7.604E-5, 1.00001401, 3.756E-4
233.51959, 0.20246149, 6.777E-5, 1.00007537, 3.347E-4
233.52153, 0.20245459, 7.351E-5, 1.00004127, 3.631E-4
234.43515, 0.20245054, 7.377E-5, 1.00002124, 3.644E-4
235.50455, 0.20246243, 8.200E-5, 1.00007997, 4.050E-4
235.69806, 0.20246909, 7.783E-5, 1.00011291, 3.844E-4
236.23011, 0.20245845, 7.764E-5, 1.00006033, 3.835E-4
237.79932, 0.20244716, 7.877E-5, 1.00000457, 3.891E-4
237.97181, 0.20245080, 7.195E-5, 1.00002254, 3.554E-4
238.10209, 0.20246306, 7.401E-5, 1.00008312, 3.656E-4
238.49644, 0.20245451, 7.205E-5, 1.00004085, 3.559E-4
238.52075, 0.20245662, 7.992E-5, 1.00005131, 3.948E-4
238.72943, 0.20246764, 6.905E-5, 1.00010573, 3.411E-4
239.13090, 0.20247015, 8.100E-5, 1.00011814, 4.001E-4
239.49768, 0.20246274, 8.233E-5, 1.00008150, 4.067E-4
239.63134, 0.20246873, 7.699E-5, 1.00011111, 3.803E-4
240.05250, 0.20245890, 7.067E-5, 1.00006253, 3.491E-4
240.09717, 0.20244725, 7.381E-5, 1.00000500, 3.646E-4
240.50522, 0.20246479, 8.215E-5, 1.00009165, 4.058E-4
240.73406, 0.20245393, 6.816E-5, 1.00003799, 3.367E-4
241.67351, 0.20246069, 8.042E-5, 1.00007138, 3.972E-4
243.35711, 0.20244657, 6.726E-5, 1.00000165, 3.323E-4
243.96003, 0.20246758, 7.290E-5, 1.00010542, 3.601E-4
244.03269, 0.20245308, 8.023E-5, 1.00003382, 3.963E-4
244.03703, 0.20245726, 7.965E-5, 1.00005444, 3.934E-4
244.71515, 0.20246289, 6.746E-5, 1.00008224, 3.332E-4
245.28380, 0.20245800, 6.820E-5, 1.00005813, 3.369E-4
247.16058, 0.20246102, 7.938E-5, 1.00007301, 3.921E-4
248.59793, 0.20246857, 7.490E-5, 1.00011030, 3.700E-4
248.64585, 0.20246725, 8.245E-5, 1.00010378, 4.073E-4
248.81335, 0.20246615, 7.469E-5, 1.00009839, 3.690E-4
249.39305, 0.20245389, 7.106E-5, 1.00003782, 3.510E-4
249.66684, 0.20246193, 7.852E-5, 1.00007754, 3.878E-4
249.90786, 0.20245016, 6.675E-5, 1.00001939, 3.297E-4
250.23082, 0.20245363, 6.960E-5, 1.00003653, 3.438E-4
250.68838, 0.20244746, 7.038E-5, 1.00000604, 3.476E-4
251.79112, 0.20247164, 7.024E-5, 1.00012548, 3.470E-4
252.03045, 0.20246189, 7.904E-5, 1.00007733, 3.904E-4
252.16119, 0.20247012, 7.890E-5, 1.00011800, 3.897E-4
252.30113, 0.20245708, 7.641E-5, 1.00005354, 3.774E-4
252.88623, 0.20246859, 7.924E-5, 1.00011040, 3.914E-4
253.16943, 0.20247197, 7.203E-5, 1.00012710, 3.558E-4
253.46821, 0.20246992, 6.767E-5, 1.00011700, 3.342E-4
253.74076, 0.20245536, 7.842E-5, 1.00004509, 3.874E-4
253.83330, 0.20245362, 8.042E-5, 1.00003647, 3.972E-4
254.88366, 0.20247186, 7.774E-5, 1.00012655, 3.840E-4
255.27493, 0.20247059, 7.190E-5, 1.00012032, 3.551E-4
255.47149, 0.20245107, 6.727E-5, 1.00002388, 3.323E-4
255.51553, 0.20246232, 7.844E-5, 1.00007945, 3.875E-4
257.02593, 0.20245012, 8.119E-5, 1.00001917, 4.011E-4
258.13486, 0.20246343, 7.178E-5, 1.00008491, 3.546E-4
259.51710, 0.20245925, 7.978E-5, 1.00006429, 3.941E-4
259.74005, 0.20246692, 7.641E-5, 1.00010215, 3.774E-4
259.94093, 0.20246823, 7.065E-5, 1.00010863, 3.490E-4
260.46975, 0.20246538, 7.375E-5, 1.00009455, 3.643E-4
260.84550, 0.20244908, 6.778E-5, 1.00001405, 3.348E-4
262.01991, 0.20245054, 8.063E-5, 1.00002124, 3.983E-4
262.29091, 0.20245933, 7.368E-5, 1.00006470, 3.639E-4
263.31077, 0.20246710, 7.151E-5, 1.00010308, 3.532E-4
264.06843, 0.20246138, 7.765E-5, 1.00007482, 3.835E-4
264.51679, 0.20245025, 6.805E-5, 1.00001980, 3.361E-4
264.57271, 0.20244655, 7.679E-5, 1.00000154, 3.793E-4
266.58205, 0.20245707, 7.474E-5, 1.00005354, 3.692E-4
266.77748, 0.20246482, 7.806E-5, 1.00009178, 3.856E-4
268.74546, 0.20245195, 7.340E-5, 1.00002823, 3.626E-4
269.22742, 0.20244601, 7.610E-5, 0.99999890, 3.759E-4
270.08005, 0.20245990, 7.711E-5, 1.00006747, 3.809E-4
270.31998, 0.20245114, 8.063E-5, 1.00002424, 3.983E-4
270.43336, 0.20245752, 7.049E-5, 1.00005573, 3.482E-4
271.01353, 0.20246056, 7.156E-5, 1.00007076, 3.535E-4
271.11372, 0.20245700, 6.801E-5, 1.00005316, 3.359E-4
271.81351, 0.20244985, 8.179E-5, 1.00001784, 4.040E-4
272.11426, 0.20245446, 6.713E-5, 1.00004060, 3.316E-4
273.43174, 0.20246799, 7.594E-5, 1.00010746, 3.751E-4
274.01471, 0.20245990, 7.077E-5, 1.00006748, 3.496E-4
274.28373, 0.20245424, 6.980E-5, 1.00003952, 3.448E-4
274.34975, 0.20246809, 7.518E-5, 1.00010797, 3.713E-4
274.37409, 0.20245516, 6.857E-5, 1.00004410, 3.387E-4
275.56266, 0.20245674, 7.488E-5, 1.00005189, 3.699E-4
276.44865, 0.20246875, 7.229E-5, 1.00011121, 3.571E-4
276.93694, 0.20245673, 7.857E-5, 1.00005186, 3.881E-4
277.15712, 0.20245048, 6.787E-5, 1.00002095, 3.353E-4
277.37244, 0.20247193, 6.929E-5, 1.00012690, 3.423E-4
277.48625, 0.20245155, 8.245E-5, 1.00002625, 4.073E-4
277.80821, 0.20245188, 7.277E-5, 1.00002788, 3.595E-4
279.00343, 0.20245013, 7.569E-5, 1.00001921, 3.739E-4
279.40877, 0.20245226, 7.073E-5, 1.00002974, 3.494E-4
279.43658, 0.20245092, 7.006E-5, 1.00002314, 3.461E-4
279.62683, 0.20245697, 8.176E-5, 1.00005304, 4.039E-4
279.85824, 0.20246289, 7.361E-5, 1.00008226, 3.636E-4
279.94799, 0.20246206, 7.899E-5, 1.00007818, 3.902E-4
281.26993, 0.20247208, 7.649E-5, 1.00012768, 3.778E-4
282.66387, 0.20245589, 7.180E-5, 1.00004767, 3.546E-4
282.76070, 0.20246486, 6.987E-5, 1.00009200, 3.451E-4
283.13271, 0.20245620, 7.719E-5, 1.00004923, 3.813E-4
283.60633, 0.20246903, 8.189E-5, 1.00011261, 4.045E-4
283.61661, 0.20244769, 6.955E-5, 1.00000720, 3.435E-4
283.75049, 0.20246573, 6.989E-5, 1.00009631, 3.452E-4
284.29357, 0.20246411, 7.372E-5, 1.00008827, 3.641E-4
284.88686, 0.20247135, 7.419E-5, 1.00012407, 3.665E-4
285.67367, 0.20246239, 8.150E-5, 1.00007978, 4.026E-4
286.58457, 0.20245552, 7.369E-5, 1.00004587, 3.640E-4
286.65847, 0.20246400, 7.021E-5, 1.00008776, 3.468E-4
286.75945, 0.20230036, 7.852E-5, 0.99927942, 3.879E-4
286.79430, 0.20036967, 7.391E-5, 0.98974263, 3.651E-4
286.79706, 0.20032103, 8.178E-5, 0.98950238, 4.039E-4
286.79982, 0.20027554, 7.119E-5, 0.98927768, 3.517E-4
286.80257, 0.20024354, 7.662E-5, 0.98911959, 3.785E-4
286.80533, 0.20021626, 7.274E-5, 0.98898483, 3.593E-4
286.80809, 0.20017647, 6.646E-5, 0.98878832, 3.283E-4
286.81085, 0.20014555, 7.343E-5, 0.98863556, 3.627E-4
286.81360, 0.20014217, 7.931E-5, 0.98861887, 3.918E-4
286.81636, 0.20010093, 7.686E-5, 0.98841515, 3.797E-4
286.81912, 0.20009159, 7.058E-5, 0.98836904, 3.486E-4
286.82187, 0.20007299, 7.664E-5, 0.98827717, 3.786E-4
286.82463, 0.20004687, 7.997E-5, 0.98814812, 3.950E-4
286.82739, 0.20001417, 7.587E-5, 0.98798659, 3.748E-4
286.83014, 0.20000297, 6.862E-5, 0.98793130, 3.390E-4
286.83290, 0.19998732, 7.324E-5, 0.98785396, 3.618E-4
286.83566, 0.19997710, 8.256E-5, 0.98780350, 4.078E-4
286.83842, 0.19996011, 6.693E-5, 0.98771958, 3.306E-4
286.84117, 0.19996232, 6.926E-5, 0.98773051, 3.421E-4
286.84393, 0.19994679, 6.883E-5, 0.98765376, 3.400E-4
286.84669, 0.19993595, 7.739E-5, 0.98760022, 3.822E-4
286.84944, 0.19991706, 6.805E-5, 0.98750695, 3.361E-4
286.85220, 0.19990963, 7.874E-5, 0.98747020, 3.889E-4
286.85496, 0.19990475, 8.233E-5, 0.98744610, 4.067E-4
286.85771, 0.19990941, 7.929E-5, 0.98746912, 3.917E-4
286.86047, 0.19990778, 7.671E-5, 0.98746111, 3.789E-4
286.86323, 0.19988824, 7.585E-5, 0.98736458, 3.746E-4
286.86599, 0.19989449, 7.997E-5, 0.98739545, 3.950E-4
286.86874, 0.19988333, 7.185E-5, 0.98734029, 3.549E-4
286.87150, 0.19988835, 8.190E-5, 0.98736513, 4.046E-4
286.87426, 0.19987736, 7.926E-5, 0.98731083, 3.915E-4
286.87701, 0.19986971, 6.772E-5, 0.98727304, 3.345E-4
286.87977, 0.19988532, 6.904E-5, 0.98735012, 3.410E-4
286.88253, 0.19987833, 8.126E-5, 0.98731560, 4.014E-4
286.88528, 0.19986856, 7.660E-5, 0.98726736, 3.784E-4
286.88804, 0.19987974, 6.666E-5, 0.98732259, 3.293E-4
286.89080, 0.19986451, 7.138E-5, 0.98724734, 3.526E-4
286.89356, 0.19988891, 6.889E-5, 0.98736790, 3.403E-4
286.89631, 0.19988154, 6.938E-5, 0.98733149, 3.427E-4
286.89808, 0.19987797, 7.096E-5, 0.98731384, 3.505E-4
286.89907, 0.19987297, 7.256E-5, 0.98728914, 3.584E-4
286.90183, 0.19990177, 7.363E-5, 0.98743138, 3.637E-4
286.90458, 0.19988357, 7.756E-5, 0.98734150, 3.831E-4
286.90734, 0.19990870, 7.925E-5, 0.98746562, 3.915E-4
286.91010, 0.19989697, 7.174E-5, 0.98740767, 3.543E-4
286.91285, 0.19991860, 6.892E-5, 0.98751451, 3.405E-4
286.91561, 0.19991438, 7.624E-5, 0.98749369, 3.766E-4
286.91837, 0.19994012, 7.792E-5, 0.98762083, 3.849E-4
286.92112, 0.19994595, 8.205E-5, 0.98764961, 4.053E-4
286.92388, 0.19995873, 8.266E-5, 0.98771276, 4.083E-4
286.92664, 0.19996526, 6.745E-5, 0.98774502, 3.332E-4
286.92940, 0.19996939, 7.426E-5, 0.98776542, 3.668E-4
286.93215, 0.19998749, 7.698E-5, 0.98785484, 3.803E-4
286.93491, 0.19999951, 7.859E-5, 0.98791422, 3.882E-4
286.93767, 0.20003020, 6.856E-5, 0.98806581, 3.387E-4
286.94042, 0.20003061, 7.784E-5, 0.98806783, 3.845E-4
286.94318, 0.20005981, 8.050E-5, 0.98821204, 3.976E-4
286.94594, 0.20008219, 7.765E-5, 0.98832261, 3.836E-4
286.94869, 0.20010740, 7.371E-5, 0.98844714, 3.641E-4
286.95145, 0.20013041, 7.340E-5, 0.98856078, 3.625E-4
286.95421, 0.20015292, 6.964E-5, 0.98867200, 3.440E-4
286.95697, 0.20018326, 7.551E-5, 0.98882183, 3.730E-4
286.95972, 0.20020382, 8.162E-5, 0.98892338, 4.031E-4
286.96248, 0.20024530, 8.100E-5, 0.98912831, 4.001E-4
286.96524, 0.20026760, 7.817E-5, 0.98923844, 3.861E-4
286.96799, 0.20029780, 7.400E-5, 0.98938763, 3.655E-4
286.97075, 0.20035633, 7.565E-5, 0.98967675, 3.737E-4
286.97351, 0.20038738, 6.756E-5, 0.98983011, 3.337E-4
286.97626, 0.20043874, 7.061E-5, 0.99008380, 3.488E-4
286.97902, 0.20049233, 7.836E-5, 0.99034854, 3.871E-4
286.98178, 0.20056610, 8.176E-5, 0.99071292, 4.038E-4
286.98454, 0.20063911, 6.881E-5, 0.99107357, 3.399E-4
286.98729, 0.20069658, 6.874E-5, 0.99135745, 3.396E-4
286.99005, 0.20090161, 7.592E-5, 0.99237018, 3.750E-4
286.99281, 0.20116392, 7.875E-5, 0.99366592, 3.890E-4
286.99556, 0.20144762, 7.715E-5, 0.99506726, 3.811E-4
286.99832, 0.20174240, 7.843E-5, 0.99652335, 3.874E-4
287.00108, 0.20211225, 6.868E-5, 0.99835025, 3.392E-4
287.00383, 0.20219444, 7.682E-5, 0.99875625, 3.795E-4
287.00659, 0.20230878, 7.147E-5, 0.99932103, 3.530E-4
287.00935, 0.20238104, 8.110E-5, 0.99967796, 4.006E-4
287.01211, 0.20244969, 7.482E-5, 1.00001704, 3.696E-4
287.52056, 0.20246770, 8.100E-5, 1.00010601, 4.001E-4
287.59308, 0.20246718, 6.741E-5, 1.00010343, 3.330E-4
287.59752, 0.20246378, 7.477E-5, 1.00008668, 3.693E-4
287.79384, 0.20247110, 7.005E-5, 1.00012280, 3.460E-4
287.88637, 0.20244932, 8.149E-5, 1.00001526, 4.025E-4
287.92407, 0.20244742, 7.939E-5, 1.00000585, 3.922E-4
288.43828, 0.20246306, 7.716E-5, 1.00008311, 3.811E-4
288.83536, 0.20246222, 6.633E-5, 1.00007894, 3.277E-4
289.47640, 0.20246329, 6.653E-5, 1.00008423, 3.286E-4
289.50879, 0.20245840, 7.439E-5, 1.00006007, 3.675E-4
290.37553, 0.20244997, 6.697E-5, 1.00001844, 3.308E-4
291.27641, 0.20245476, 7.329E-5, 1.00004208, 3.620E-4
292.10121, 0.20245997, 7.614E-5, 1.00006784, 3.761E-4
292.32831, 0.20244903, 7.073E-5, 1.00001381, 3.494E-4
292.77380, 0.20245616, 6.703E-5, 1.00004902, 3.311E-4
293.11550, 0.20245708, 7.073E-5, 1.00005356, 3.494E-4
293.20626, 0.20245641, 7.049E-5, 1.00005026, 3.482E-4
293.23836, 0.20245699, 7.655E-5, 1.00005310, 3.781E-4
293.33195, 0.20247020, 7.797E-5, 1.00011839, 3.851E-4
294.03500, 0.20246359, 7.331E-5, 1.00008570, 3.621E-4
294.15329, 0.20246522, 6.626E-5, 1.00009378, 3.273E-4
294.49296, 0.20245124, 7.260E-5, 1.00002473, 3.586E-4
295.14583, 0.20246559, 7.220E-5, 1.00009559, 3.566E-4
296.03962, 0.20244845, 7.588E-5, 1.00001092, 3.748E-4
297.39811, 0.20244361, 7.002E-5, 0.99998702, 3.459E-4
297.58704, 0.20246090, 7.568E-5, 1.00007245, 3.738E-4
297.65036, 0.20246450, 7.359E-5, 1.00009023, 3.635E-4
298.46797, 0.20245369, 7.121E-5, 1.00003683, 3.517E-4
298.51118, 0.20244401, 8.194E-5, 0.99998903, 4.047E-4
298.69404, 0.20246726, 7.053E-5, 1.00010386, 3.484E-4
299.85700, 0.20246581, 7.302E-5, 1.00009670, 3.607E-4
299.92734, 0.20246279, 6.731E-5, 1.00008176, 3.325E-4
300.23260, 0.20245528, 7.306E-5, 1.00004465, 3.609E-4
300.62998, 0.20247155, 7.773E-5, 1.00012506, 3.839E-4
301.65263, 0.20246120, 7.097E-5, 1.00007391, 3.506E-4
301.77701, 0.20245519, 7.171E-5, 1.00004422, 3.542E-4
302.34648, 0.20246898, 6.618E-5, 1.00011236, 3.269E-4
302.95825, 0.20247173, 6.910E-5, 1.00012591, 3.413E-4
303.58885, 0.20246737, 8.012E-5, 1.00010441, 3.958E-4
303.59360, 0.20246537, 7.281E-5, 1.00009452, 3.596E-4
303.85070, 0.20245900, 7.974E-5, 1.00006307, 3.939E-4
304.37491, 0.20246187, 7.581E-5, 1.00007722, 3.745E-4
304.53526, 0.20246150, 7.893E-5, 1.00007538, 3.899E-4
305.14027, 0.20245537, 7.405E-5, 1.00004513, 3.658E-4
305.55615, 0.20244865, 6.629E-5, 1.00001190, 3.274E-4
306.24059, 0.20245164, 7.418E-5, 1.00002668, 3.664E-4
306.64418, 0.20245109, 7.655E-5, 1.00002399, 3.781E-4
307.94825, 0.20244665, 7.674E-5, 1.00000203, 3.791E-4
308.82028, 0.20246004, 6.659E-5, 1.00006820, 3.289E-4
309.01179, 0.20246818, 6.919E-5, 1.00010837, 3.418E-4
309.24457, 0.20246550, 6.843E-5, 1.00009517, 3.380E-4
309.73713, 0.20245000, 6.616E-5, 1.00001859, 3.268E-4
310.10689, 0.20245835, 7.017E-5, 1.00005983, 3.466E-4
310.32271, 0.20245567, 6.740E-5, 1.00004658, 3.329E-4
310.66663, 0.20245351, 8.051E-5, 1.00003594, 3.977E-4
311.13645, 0.20246016, 6.872E-5, 1.00006876, 3.394E-4
311.21517, 0.20246294, 7.743E-5, 1.00008251, 3.825E-4
311.25055, 0.20246791, 8.108E-5, 1.00010704, 4.005E-4
311.71346, 0.20245805, 6.906E-5, 1.00005838, 3.411E-4
312.55981, 0.20246658, 7.820E-5, 1.00010049, 3.863E-4
312.56893, 0.20246002, 7.593E-5, 1.00006809, 3.751E-4
312.69392, 0.20246274, 7.845E-5, 1.00008150, 3.875E-4
312.98810, 0.20245423, 8.007E-5, 1.00003949, 3.955E-4
313.28348, 0.20246778, 7.659E-5, 1.00010642, 3.783E-4
313.50194, 0.20244637, 7.734E-5, 1.00000067, 3.821E-4
313.89920, 0.20245261, 8.068E-5, 1.00003147, 3.985E-4
314.73724, 0.20245547, 8.026E-5, 1.00004560, 3.965E-4
315.08802, 0.20245749, 6.632E-5, 1.00005557, 3.276E-4
315.48117, 0.20245056, 6.779E-5, 1.00002137, 3.349E-4
315.70287, 0.20246329, 7.113E-5, 1.00008421, 3.513E-4
315.83441, 0.20245190, 7.463E-5, 1.00002800, 3.686E-4
316.97325, 0.20245142, 7.643E-5, 1.00002560, 3.775E-4
317.83695, 0.20245922, 7.138E-5, 1.00006415, 3.526E-4
318.28540, 0.20245489, 7.769E-5, 1.00004276, 3.837E-4
318.95005, 0.20246879, 6.696E-5, 1.00011143, 3.307E-4
318.98543, 0.20246571, 7.922E-5, 1.00009621, 3.913E-4
319.14717, 0.20246484, 7.769E-5, 1.00009191, 3.838E-4
319.32360, 0.20245644, 7.545E-5, 1.00005042, 3.727E-4
319.35557, 0.20245999, 8.201E-5, 1.00006795, 4.051E-4
320.48156, 0.20245972, 7.799E-5, 1.00006659, 3.852E-4
320.65109, 0.20245209, 7.422E-5, 1.00002891, 3.666E-4
321.90798, 0.20247611, 7.560E-5, 1.00014757, 3.734E-4
321.95965, 0.20246824, 7.500E-5, 1.00010871, 3.705E-4
322.43951, 0.20246421, 6.727E-5, 1.00008879, 3.323E-4
322.58906, 0.20246873, 6.696E-5, 1.00011109, 3.308E-4
323.56065, 0.20247521, 7.845E-5, 1.00014312, 3.875E-4
323.57572, 0.20246046, 7.045E-5, 1.00007025, 3.480E-4
325.68615, 0.20246284, 6.945E-5, 1.00008200, 3.431E-4
326.34995, 0.20246496, 7.641E-5, 1.00009250, 3.774E-4
326.40782, 0.20246435, 7.442E-5, 1.00008947, 3.676E-4
326.92744, 0.20246697, 7.171E-5, 1.00010244, 3.542E-4
327.22216, 0.20245189, 7.511E-5, 1.00002795, 3.710E-4
327.84111, 0.20246383, 7.363E-5, 1.00008690, 3.637E-4
328.96919, 0.20246816, 8.220E-5, 1.00010830, 4.060E-4
331.33008, 0.20244740, 7.071E-5, 1.00000574, 3.493E-4
