Star Mass (solar masses): 1.407, Star Radius (solar radii): 1.381
------------------------------------------------------------------------------------------
Time (Days),Brightness (solar luminosities),Brightness uncertainty (solar luminosities),Brightness (fractional),Brightness uncertainty (fractional)
77.26949, 3.92314268, 4.226E-5, 0.99999287, 1.077E-5
78.96064, 3.92314752, 3.806E-5, 0.99999411, 9.701E-6
79.89654, 3.92314469, 3.438E-5, 0.99999339, 8.764E-6
80.18056, 3.92314834, 4.143E-5, 0.99999432, 1.056E-5
80.32606, 3.92314332, 3.893E-5, 0.99999303, 9.924E-6
80.53489, 3.92314481, 3.950E-5, 0.99999342, 1.007E-5
81.25388, 3.92314496, 4.222E-5, 0.99999345, 1.076E-5
81.94141, 3.92314493, 3.650E-5, 0.99999345, 9.302E-6
81.99106, 3.92314690, 3.959E-5, 0.99999395, 1.009E-5
82.05345, 3.92314522, 3.659E-5, 0.99999352, 9.328E-6
82.39956, 3.92314809, 4.206E-5, 0.99999425, 1.072E-5
83.34816, 3.92314807, 4.063E-5, 0.99999425, 1.036E-5
83.44063, 3.92314538, 3.539E-5, 0.99999356, 9.022E-6
83.60205, 3.92314519, 3.607E-5, 0.99999351, 9.195E-6
83.73056, 3.92314555, 3.845E-5, 0.99999360, 9.801E-6
84.03856, 3.92314828, 3.618E-5, 0.99999430, 9.222E-6
84.50312, 3.92315121, 3.497E-5, 0.99999505, 8.915E-6
85.42899, 3.92315262, 3.944E-5, 0.99999541, 1.005E-5
85.63122, 3.92315266, 3.723E-5, 0.99999542, 9.491E-6
85.64881, 3.92315013, 4.237E-5, 0.99999477, 1.080E-5
85.99122, 3.92314959, 3.686E-5, 0.99999463, 9.396E-6
86.65971, 3.92315413, 3.812E-5, 0.99999579, 9.716E-6
86.76113, 3.92314877, 4.059E-5, 0.99999442, 1.035E-5
87.21658, 3.92314788, 3.985E-5, 0.99999420, 1.016E-5
87.47125, 3.92315287, 3.868E-5, 0.99999547, 9.859E-6
87.70430, 3.92315198, 3.438E-5, 0.99999524, 8.763E-6
88.21905, 3.92315013, 3.923E-5, 0.99999477, 10.000E-6
89.62480, 3.92315352, 3.473E-5, 0.99999563, 8.852E-6
89.70654, 3.92315703, 3.630E-5, 0.99999653, 9.253E-6
89.93538, 3.92315528, 4.188E-5, 0.99999608, 1.067E-5
90.26388, 3.92315918, 4.011E-5, 0.99999708, 1.022E-5
90.43937, 3.92315324, 3.962E-5, 0.99999556, 1.010E-5
90.79233, 3.92315602, 4.124E-5, 0.99999627, 1.051E-5
91.69872, 3.92316169, 3.826E-5, 0.99999772, 9.753E-6
91.78772, 3.92315517, 3.591E-5, 0.99999606, 9.154E-6
91.87379, 3.92315812, 3.954E-5, 0.99999681, 1.008E-5
92.09730, 3.92316023, 3.888E-5, 0.99999734, 9.911E-6
92.22255, 3.92315836, 4.122E-5, 0.99999687, 1.051E-5
93.07944, 3.92315997, 3.880E-5, 0.99999728, 9.890E-6
93.14610, 3.92316011, 3.997E-5, 0.99999732, 1.019E-5
93.37101, 3.92316512, 3.447E-5, 0.99999859, 8.786E-6
93.97110, 3.92316134, 4.101E-5, 0.99999763, 1.045E-5
94.98737, 3.92316271, 3.852E-5, 0.99999798, 9.819E-6
95.93960, 3.92316436, 3.604E-5, 0.99999840, 9.186E-6
96.00374, 3.92316583, 3.990E-5, 0.99999877, 1.017E-5
96.89749, 3.92317041, 3.580E-5, 0.99999994, 9.125E-6
97.02410, 3.92317297, 3.503E-5, 1.00000059, 8.928E-6
97.08041, 3.92317211, 3.763E-5, 1.00000037, 9.591E-6
98.33444, 3.92317191, 3.599E-5, 1.00000032, 9.175E-6
122.21398, 3.92215077, 3.796E-5, 0.99974004, 9.676E-6
122.21592, 3.92214356, 3.577E-5, 0.99973820, 9.118E-6
122.21786, 3.92213646, 4.221E-5, 0.99973639, 1.076E-5
122.21980, 3.92213030, 3.886E-5, 0.99973482, 9.906E-6
122.22174, 3.92212435, 3.848E-5, 0.99973330, 9.810E-6
122.22368, 3.92211325, 3.964E-5, 0.99973047, 1.010E-5
122.22561, 3.92211088, 3.911E-5, 0.99972987, 9.969E-6
122.22755, 3.92210081, 3.657E-5, 0.99972730, 9.321E-6
122.22865, 3.92209679, 4.266E-5, 0.99972628, 1.088E-5
122.22949, 3.92209690, 3.860E-5, 0.99972631, 9.838E-6
122.23143, 3.92209178, 4.195E-5, 0.99972500, 1.069E-5
122.23337, 3.92208392, 4.057E-5, 0.99972300, 1.034E-5
122.23531, 3.92208461, 3.942E-5, 0.99972317, 1.005E-5
122.23725, 3.92207783, 4.123E-5, 0.99972145, 1.051E-5
122.23919, 3.92207030, 3.627E-5, 0.99971953, 9.245E-6
122.24113, 3.92206616, 3.449E-5, 0.99971847, 8.790E-6
122.24306, 3.92206750, 4.250E-5, 0.99971881, 1.083E-5
122.24500, 3.92205732, 3.495E-5, 0.99971622, 8.909E-6
122.24694, 3.92205327, 4.096E-5, 0.99971519, 1.044E-5
122.24888, 3.92205445, 4.157E-5, 0.99971549, 1.060E-5
122.25082, 3.92205143, 3.547E-5, 0.99971472, 9.041E-6
122.25276, 3.92204403, 3.593E-5, 0.99971283, 9.158E-6
122.25470, 3.92204165, 3.808E-5, 0.99971222, 9.706E-6
122.25664, 3.92204028, 3.678E-5, 0.99971187, 9.375E-6
122.25858, 3.92203820, 3.634E-5, 0.99971135, 9.263E-6
122.26052, 3.92203352, 3.576E-5, 0.99971015, 9.115E-6
122.26245, 3.92203358, 3.637E-5, 0.99971017, 9.271E-6
122.26439, 3.92202896, 4.186E-5, 0.99970899, 1.067E-5
122.26633, 3.92202781, 4.214E-5, 0.99970870, 1.074E-5
122.26827, 3.92202499, 3.950E-5, 0.99970798, 1.007E-5
122.27021, 3.92202419, 3.802E-5, 0.99970777, 9.690E-6
122.27215, 3.92201984, 3.505E-5, 0.99970666, 8.934E-6
122.27409, 3.92201924, 3.782E-5, 0.99970651, 9.641E-6
122.27603, 3.92201355, 4.246E-5, 0.99970506, 1.082E-5
122.27797, 3.92201693, 4.064E-5, 0.99970592, 1.036E-5
122.27990, 3.92201095, 4.088E-5, 0.99970440, 1.042E-5
122.28184, 3.92201406, 3.612E-5, 0.99970519, 9.207E-6
122.28378, 3.92201291, 3.551E-5, 0.99970490, 9.051E-6
122.28572, 3.92201136, 4.037E-5, 0.99970450, 1.029E-5
122.28766, 3.92201041, 3.789E-5, 0.99970426, 9.658E-6
122.28855, 3.92200961, 3.451E-5, 0.99970406, 8.796E-6
122.28960, 3.92200535, 3.433E-5, 0.99970297, 8.751E-6
122.29154, 3.92200458, 4.139E-5, 0.99970277, 1.055E-5
122.29348, 3.92200722, 3.471E-5, 0.99970345, 8.848E-6
122.29542, 3.92200246, 3.574E-5, 0.99970223, 9.110E-6
122.29735, 3.92200720, 4.238E-5, 0.99970344, 1.080E-5
122.29929, 3.92200479, 3.437E-5, 0.99970283, 8.762E-6
122.30123, 3.92199954, 3.638E-5, 0.99970149, 9.273E-6
122.30317, 3.92200081, 3.739E-5, 0.99970181, 9.530E-6
122.30511, 3.92199920, 3.942E-5, 0.99970140, 1.005E-5
122.30705, 3.92200511, 3.779E-5, 0.99970291, 9.632E-6
122.30899, 3.92200405, 4.130E-5, 0.99970264, 1.053E-5
122.31093, 3.92200518, 3.938E-5, 0.99970293, 1.004E-5
122.31287, 3.92199964, 3.561E-5, 0.99970151, 9.077E-6
122.31480, 3.92200541, 4.018E-5, 0.99970299, 1.024E-5
122.31674, 3.92200510, 3.508E-5, 0.99970291, 8.941E-6
122.31868, 3.92200169, 3.876E-5, 0.99970204, 9.881E-6
122.32062, 3.92200563, 3.620E-5, 0.99970304, 9.227E-6
122.32256, 3.92200932, 3.965E-5, 0.99970398, 1.011E-5
122.32450, 3.92200655, 3.669E-5, 0.99970328, 9.352E-6
122.32644, 3.92201150, 3.563E-5, 0.99970454, 9.081E-6
122.32838, 3.92201041, 4.084E-5, 0.99970426, 1.041E-5
122.33032, 3.92201089, 4.042E-5, 0.99970438, 1.030E-5
122.33225, 3.92201079, 3.671E-5, 0.99970436, 9.357E-6
122.33419, 3.92201123, 3.948E-5, 0.99970447, 1.006E-5
122.33613, 3.92201457, 3.672E-5, 0.99970532, 9.359E-6
122.33807, 3.92201388, 4.102E-5, 0.99970515, 1.046E-5
122.34001, 3.92201953, 3.654E-5, 0.99970659, 9.313E-6
122.34195, 3.92202067, 4.035E-5, 0.99970688, 1.028E-5
122.34389, 3.92202105, 4.111E-5, 0.99970697, 1.048E-5
122.34583, 3.92202693, 4.199E-5, 0.99970847, 1.070E-5
122.34777, 3.92202477, 4.268E-5, 0.99970792, 1.088E-5
122.34970, 3.92203181, 3.466E-5, 0.99970971, 8.835E-6
122.35164, 3.92203604, 3.736E-5, 0.99971079, 9.522E-6
122.35358, 3.92203348, 3.823E-5, 0.99971014, 9.744E-6
122.35552, 3.92203532, 3.550E-5, 0.99971061, 9.048E-6
122.35746, 3.92204379, 3.669E-5, 0.99971277, 9.353E-6
122.35940, 3.92204320, 4.117E-5, 0.99971262, 1.049E-5
122.36134, 3.92205039, 4.067E-5, 0.99971445, 1.037E-5
122.36328, 3.92205360, 4.125E-5, 0.99971527, 1.051E-5
122.36522, 3.92205203, 3.720E-5, 0.99971487, 9.481E-6
122.36716, 3.92206070, 4.272E-5, 0.99971708, 1.089E-5
122.41005, 3.92219519, 3.693E-5, 0.99975136, 9.413E-6
124.91881, 3.92318321, 4.099E-5, 1.00000320, 1.045E-5
125.20302, 3.92318320, 4.273E-5, 1.00000320, 1.089E-5
125.62094, 3.92318600, 4.172E-5, 1.00000391, 1.063E-5
125.64378, 3.92318827, 4.197E-5, 1.00000449, 1.070E-5
125.84891, 3.92318735, 3.672E-5, 1.00000426, 9.360E-6
126.13610, 3.92319201, 3.788E-5, 1.00000545, 9.655E-6
126.61258, 3.92318957, 4.077E-5, 1.00000482, 1.039E-5
126.81788, 3.92319415, 3.639E-5, 1.00000599, 9.275E-6
126.87003, 3.92319316, 3.920E-5, 1.00000574, 9.991E-6
128.10080, 3.92319630, 3.599E-5, 1.00000654, 9.173E-6
128.18396, 3.92319558, 4.013E-5, 1.00000636, 1.023E-5
128.26024, 3.92319317, 4.092E-5, 1.00000574, 1.043E-5
128.43665, 3.92320063, 4.215E-5, 1.00000764, 1.074E-5
129.31543, 3.92320147, 4.059E-5, 1.00000786, 1.035E-5
129.43931, 3.92320311, 4.045E-5, 1.00000828, 1.031E-5
129.61945, 3.92320199, 3.594E-5, 1.00000799, 9.160E-6
129.82344, 3.92320256, 3.992E-5, 1.00000813, 1.017E-5
130.31638, 3.92320483, 3.610E-5, 1.00000871, 9.202E-6
130.49629, 3.92320744, 3.791E-5, 1.00000938, 9.662E-6
130.77829, 3.92320824, 3.929E-5, 1.00000958, 1.001E-5
130.84323, 3.92320376, 4.026E-5, 1.00000844, 1.026E-5
131.03201, 3.92320954, 3.822E-5, 1.00000991, 9.743E-6
132.24549, 3.92320952, 3.818E-5, 1.00000991, 9.732E-6
133.19087, 3.92321512, 3.902E-5, 1.00001134, 9.945E-6
133.24345, 3.92321558, 4.017E-5, 1.00001145, 1.024E-5
133.80151, 3.92321499, 3.862E-5, 1.00001130, 9.843E-6
134.98315, 3.92321435, 3.767E-5, 1.00001114, 9.603E-6
135.25473, 3.92321844, 3.679E-5, 1.00001218, 9.377E-6
135.61146, 3.92321910, 3.846E-5, 1.00001235, 9.803E-6
135.65044, 3.92321859, 4.223E-5, 1.00001222, 1.076E-5
136.56693, 3.92321796, 3.620E-5, 1.00001206, 9.228E-6
136.58809, 3.92321284, 3.679E-5, 1.00001076, 9.378E-6
137.14978, 3.92321999, 4.199E-5, 1.00001258, 1.070E-5
137.40452, 3.92322317, 3.678E-5, 1.00001339, 9.376E-6
137.53685, 3.92321940, 3.558E-5, 1.00001243, 9.070E-6
138.02799, 3.92322386, 3.721E-5, 1.00001356, 9.483E-6
138.36315, 3.92322115, 3.521E-5, 1.00001287, 8.975E-6
138.39089, 3.92322050, 3.992E-5, 1.00001271, 1.018E-5
139.51705, 3.92321710, 3.429E-5, 1.00001184, 8.741E-6
139.88406, 3.92321961, 4.210E-5, 1.00001248, 1.073E-5
139.94681, 3.92321503, 4.096E-5, 1.00001131, 1.044E-5
140.21370, 3.92321321, 4.126E-5, 1.00001085, 1.052E-5
140.30935, 3.92321466, 3.507E-5, 1.00001122, 8.939E-6
140.50695, 3.92321725, 3.576E-5, 1.00001188, 9.116E-6
140.57129, 3.92321751, 4.120E-5, 1.00001195, 1.050E-5
141.31579, 3.92321415, 3.643E-5, 1.00001109, 9.286E-6
142.85463, 3.91814587, 3.935E-5, 0.99871920, 1.003E-5
142.85810, 3.91812706, 3.672E-5, 0.99871441, 9.361E-6
142.86157, 3.91810861, 3.944E-5, 0.99870971, 1.005E-5
142.86503, 3.91809165, 3.482E-5, 0.99870538, 8.875E-6
142.86850, 3.91807221, 4.191E-5, 0.99870043, 1.068E-5
142.87197, 3.91805662, 3.770E-5, 0.99869646, 9.611E-6
142.87543, 3.91803803, 4.003E-5, 0.99869172, 1.020E-5
142.87890, 3.91802276, 3.706E-5, 0.99868783, 9.447E-6
142.88237, 3.91801231, 3.652E-5, 0.99868516, 9.308E-6
142.88583, 3.91799761, 3.857E-5, 0.99868142, 9.832E-6
142.88930, 3.91798017, 3.693E-5, 0.99867697, 9.413E-6
142.89277, 3.91796916, 3.648E-5, 0.99867416, 9.299E-6
142.89623, 3.91795952, 3.783E-5, 0.99867171, 9.642E-6
142.89970, 3.91794846, 4.211E-5, 0.99866889, 1.073E-5
142.90317, 3.91793319, 4.050E-5, 0.99866499, 1.032E-5
142.90663, 3.91792164, 3.558E-5, 0.99866205, 9.070E-6
142.91010, 3.91791245, 4.168E-5, 0.99865971, 1.062E-5
142.91357, 3.91790808, 3.481E-5, 0.99865859, 8.873E-6
142.91703, 3.91789360, 4.225E-5, 0.99865490, 1.077E-5
142.92050, 3.91788901, 4.154E-5, 0.99865373, 1.059E-5
142.92397, 3.91788239, 3.823E-5, 0.99865205, 9.745E-6
142.92744, 3.91787585, 4.166E-5, 0.99865038, 1.062E-5
142.93090, 3.91786506, 4.147E-5, 0.99864763, 1.057E-5
142.93437, 3.91786200, 4.213E-5, 0.99864685, 1.074E-5
142.93784, 3.91785593, 3.937E-5, 0.99864530, 1.004E-5
142.94130, 3.91785541, 3.872E-5, 0.99864517, 9.870E-6
142.94477, 3.91784769, 3.517E-5, 0.99864320, 8.964E-6
142.94824, 3.91784774, 4.094E-5, 0.99864321, 1.044E-5
142.95170, 3.91784325, 3.915E-5, 0.99864207, 9.979E-6
142.95517, 3.91783590, 3.687E-5, 0.99864020, 9.398E-6
142.95864, 3.91783337, 3.873E-5, 0.99863955, 9.872E-6
142.96210, 3.91783757, 3.902E-5, 0.99864062, 9.945E-6
142.96557, 3.91783254, 3.711E-5, 0.99863934, 9.458E-6
142.96904, 3.91783477, 3.720E-5, 0.99863991, 9.481E-6
142.97250, 3.91782995, 3.978E-5, 0.99863868, 1.014E-5
142.97597, 3.91783344, 3.966E-5, 0.99863957, 1.011E-5
142.97944, 3.91782910, 3.649E-5, 0.99863846, 9.302E-6
142.98290, 3.91783306, 3.444E-5, 0.99863947, 8.779E-6
142.98637, 3.91783377, 3.435E-5, 0.99863965, 8.757E-6
142.98984, 3.91783749, 3.831E-5, 0.99864060, 9.766E-6
142.99331, 3.91783901, 3.439E-5, 0.99864099, 8.765E-6
142.99677, 3.91784158, 3.569E-5, 0.99864164, 9.097E-6
143.00024, 3.91784726, 4.011E-5, 0.99864309, 1.023E-5
143.00371, 3.91785029, 4.067E-5, 0.99864386, 1.037E-5
143.00717, 3.91785165, 3.508E-5, 0.99864421, 8.943E-6
143.01064, 3.91785931, 3.599E-5, 0.99864616, 9.175E-6
143.01411, 3.91786857, 4.205E-5, 0.99864852, 1.072E-5
143.01757, 3.91787147, 3.718E-5, 0.99864926, 9.477E-6
143.02104, 3.91787455, 3.537E-5, 0.99865005, 9.015E-6
143.02451, 3.91788463, 3.436E-5, 0.99865262, 8.758E-6
143.02797, 3.91789477, 3.444E-5, 0.99865520, 8.779E-6
143.03144, 3.91790151, 3.851E-5, 0.99865692, 9.816E-6
143.03491, 3.91790755, 3.728E-5, 0.99865846, 9.503E-6
143.03837, 3.91791571, 3.626E-5, 0.99866054, 9.242E-6
143.04184, 3.91792568, 3.796E-5, 0.99866308, 9.677E-6
143.04531, 3.91793902, 3.613E-5, 0.99866648, 9.209E-6
143.04877, 3.91795237, 3.908E-5, 0.99866988, 9.961E-6
143.05224, 3.91796365, 3.689E-5, 0.99867276, 9.402E-6
143.05571, 3.91797709, 4.122E-5, 0.99867618, 1.051E-5
143.05917, 3.91798974, 3.951E-5, 0.99867941, 1.007E-5
143.06264, 3.91800350, 3.925E-5, 0.99868292, 1.001E-5
143.06611, 3.91801526, 4.018E-5, 0.99868591, 1.024E-5
143.06958, 3.91802749, 3.442E-5, 0.99868903, 8.775E-6
143.07304, 3.91804264, 3.588E-5, 0.99869289, 9.147E-6
143.07651, 3.91806344, 3.679E-5, 0.99869819, 9.378E-6
143.07998, 3.91808080, 3.632E-5, 0.99870262, 9.258E-6
143.08344, 3.91809447, 3.615E-5, 0.99870610, 9.213E-6
143.08691, 3.91811729, 3.556E-5, 0.99871192, 9.065E-6
143.09038, 3.91813587, 3.491E-5, 0.99871666, 8.899E-6
143.09384, 3.91816003, 3.801E-5, 0.99872282, 9.688E-6
143.09731, 3.91817631, 3.659E-5, 0.99872696, 9.326E-6
143.10078, 3.91819859, 3.591E-5, 0.99873264, 9.153E-6
143.10424, 3.91822474, 4.235E-5, 0.99873931, 1.079E-5
143.10771, 3.91824686, 4.220E-5, 0.99874495, 1.076E-5
143.11118, 3.91827336, 3.508E-5, 0.99875170, 8.942E-6
143.11464, 3.91830471, 3.700E-5, 0.99875969, 9.430E-6
143.11811, 3.91833226, 3.703E-5, 0.99876672, 9.440E-6
143.12158, 3.91836192, 3.591E-5, 0.99877428, 9.154E-6
143.12504, 3.91838733, 3.907E-5, 0.99878075, 9.959E-6
143.12851, 3.91841758, 3.942E-5, 0.99878846, 1.005E-5
143.38681, 3.92321537, 4.283E-5, 1.00001140, 1.092E-5
145.02926, 3.92320987, 4.131E-5, 1.00001000, 1.053E-5
145.15900, 3.92320901, 4.192E-5, 1.00000978, 1.069E-5
146.29476, 3.92320825, 4.199E-5, 1.00000959, 1.070E-5
146.46059, 3.92321037, 4.168E-5, 1.00001013, 1.062E-5
147.06025, 3.92321099, 4.180E-5, 1.00001028, 1.065E-5
152.55189, 3.92319860, 4.143E-5, 1.00000713, 1.056E-5
154.59709, 3.92319752, 4.114E-5, 1.00000685, 1.049E-5
154.80989, 3.92319836, 3.677E-5, 1.00000706, 9.372E-6
155.98673, 3.92319827, 3.634E-5, 1.00000704, 9.262E-6
156.34901, 3.92320139, 3.441E-5, 1.00000784, 8.770E-6
156.39011, 3.92320171, 3.942E-5, 1.00000792, 1.005E-5
156.73623, 3.92320180, 3.943E-5, 1.00000794, 1.005E-5
157.45870, 3.92319460, 4.138E-5, 1.00000611, 1.055E-5
158.04965, 3.92319594, 3.778E-5, 1.00000645, 9.630E-6
158.47989, 3.92320070, 3.446E-5, 1.00000766, 8.785E-6
158.70697, 3.92319325, 3.655E-5, 1.00000576, 9.316E-6
159.49644, 3.92319406, 4.026E-5, 1.00000597, 1.026E-5
159.85159, 3.92319456, 4.060E-5, 1.00000610, 1.035E-5
160.93386, 3.92320154, 3.986E-5, 1.00000788, 1.016E-5
162.74024, 3.92319942, 4.008E-5, 1.00000734, 1.022E-5
162.83575, 3.92320369, 3.605E-5, 1.00000842, 9.190E-6
163.19567, 3.92320057, 3.856E-5, 1.00000763, 9.829E-6
164.43551, 3.92320929, 4.039E-5, 1.00000985, 1.030E-5
164.43721, 3.92320883, 3.672E-5, 1.00000973, 9.359E-6
164.70418, 3.92321235, 3.848E-5, 1.00001063, 9.809E-6
165.74308, 3.92321226, 3.579E-5, 1.00001061, 9.123E-6
167.17749, 3.92322621, 3.738E-5, 1.00001416, 9.527E-6
167.33157, 3.92323248, 3.643E-5, 1.00001576, 9.285E-6
167.46094, 3.92323136, 4.168E-5, 1.00001548, 1.062E-5
168.44559, 3.92323230, 3.830E-5, 1.00001572, 9.761E-6
169.09074, 3.92323429, 3.700E-5, 1.00001622, 9.430E-6
169.50339, 3.92323474, 3.573E-5, 1.00001634, 9.108E-6
169.63469, 3.92323085, 4.047E-5, 1.00001535, 1.032E-5
170.31872, 3.92323364, 3.942E-5, 1.00001606, 1.005E-5
170.36536, 3.92323573, 4.251E-5, 1.00001659, 1.084E-5
170.53101, 3.92323603, 3.563E-5, 1.00001667, 9.081E-6
170.75079, 3.92323300, 3.826E-5, 1.00001590, 9.752E-6
170.98211, 3.92323332, 3.829E-5, 1.00001598, 9.760E-6
171.53841, 3.92323335, 3.814E-5, 1.00001598, 9.722E-6
171.55639, 3.92323265, 3.445E-5, 1.00001581, 8.780E-6
171.63848, 3.92323607, 3.595E-5, 1.00001668, 9.163E-6
171.92932, 3.92323663, 3.970E-5, 1.00001682, 1.012E-5
172.30168, 3.92323878, 3.761E-5, 1.00001737, 9.586E-6
172.37972, 3.92323434, 4.165E-5, 1.00001624, 1.062E-5
172.60721, 3.92323938, 3.625E-5, 1.00001752, 9.239E-6
172.81821, 3.92323677, 3.849E-5, 1.00001686, 9.811E-6
173.15076, 3.92324025, 3.909E-5, 1.00001774, 9.964E-6
173.18755, 3.92324049, 3.999E-5, 1.00001780, 1.019E-5
173.23001, 3.92323464, 3.910E-5, 1.00001631, 9.967E-6
173.69594, 3.92323558, 4.070E-5, 1.00001655, 1.037E-5
175.60818, 3.92323759, 4.221E-5, 1.00001706, 1.076E-5
176.08407, 3.92323581, 4.277E-5, 1.00001661, 1.090E-5
176.34145, 3.92323542, 4.231E-5, 1.00001651, 1.078E-5
176.74225, 3.92324095, 3.840E-5, 1.00001792, 9.789E-6
178.22077, 3.92323445, 4.239E-5, 1.00001626, 1.080E-5
178.84581, 3.92323776, 3.435E-5, 1.00001711, 8.755E-6
178.93876, 3.92323988, 3.924E-5, 1.00001765, 1.000E-5
179.33103, 3.92323995, 4.277E-5, 1.00001767, 1.090E-5
180.13387, 3.92323659, 4.147E-5, 1.00001681, 1.057E-5
180.18608, 3.92323359, 3.470E-5, 1.00001605, 8.846E-6
180.21230, 3.92323503, 3.573E-5, 1.00001641, 9.106E-6
180.76857, 3.92323321, 4.034E-5, 1.00001595, 1.028E-5
180.93456, 3.92323409, 4.259E-5, 1.00001617, 1.086E-5
180.96994, 3.92323369, 3.734E-5, 1.00001607, 9.519E-6
182.92720, 3.92323454, 3.842E-5, 1.00001629, 9.793E-6
183.45952, 3.92323562, 3.894E-5, 1.00001656, 9.925E-6
183.61066, 3.92322939, 4.132E-5, 1.00001497, 1.053E-5
183.65308, 3.92322975, 4.023E-5, 1.00001507, 1.025E-5
184.27065, 3.92323448, 3.612E-5, 1.00001627, 9.207E-6
184.86267, 3.92323243, 3.966E-5, 1.00001575, 1.011E-5
185.53151, 3.92322815, 4.273E-5, 1.00001466, 1.089E-5
186.78657, 3.92322648, 3.893E-5, 1.00001423, 9.924E-6
186.86461, 3.92322494, 4.179E-5, 1.00001384, 1.065E-5
186.90847, 3.92322345, 3.836E-5, 1.00001346, 9.777E-6
187.08895, 3.92322441, 4.162E-5, 1.00001370, 1.061E-5
187.10766, 3.92322556, 3.610E-5, 1.00001400, 9.203E-6
189.31586, 3.92325251, 4.056E-5, 1.00002087, 1.034E-5
189.42770, 3.92324948, 3.785E-5, 1.00002009, 9.647E-6
189.60180, 3.92324390, 3.571E-5, 1.00001867, 9.103E-6
189.82538, 3.92323942, 4.086E-5, 1.00001753, 1.041E-5
189.83442, 3.92324456, 3.846E-5, 1.00001884, 9.804E-6
190.31994, 3.92323969, 3.669E-5, 1.00001760, 9.351E-6
190.59884, 3.92323243, 3.602E-5, 1.00001575, 9.181E-6
191.12831, 3.92323045, 3.827E-5, 1.00001525, 9.754E-6
191.22574, 3.92323368, 3.836E-5, 1.00001607, 9.778E-6
191.80839, 3.92323221, 4.242E-5, 1.00001569, 1.081E-5
191.91027, 3.92322752, 3.692E-5, 1.00001450, 9.412E-6
192.35407, 3.92323180, 4.256E-5, 1.00001559, 1.085E-5
192.99641, 3.92322460, 4.100E-5, 1.00001375, 1.045E-5
194.25292, 3.92321723, 3.557E-5, 1.00001188, 9.068E-6
194.31903, 3.92322367, 3.597E-5, 1.00001352, 9.169E-6
194.38222, 3.92321836, 3.509E-5, 1.00001216, 8.944E-6
195.03360, 3.92321920, 4.174E-5, 1.00001238, 1.064E-5
195.40259, 3.92321614, 3.638E-5, 1.00001160, 9.273E-6
195.43177, 3.92321863, 3.706E-5, 1.00001223, 9.447E-6
195.63072, 3.92321726, 4.085E-5, 1.00001188, 1.041E-5
196.78426, 3.92321083, 4.230E-5, 1.00001024, 1.078E-5
197.38532, 3.92321226, 3.457E-5, 1.00001061, 8.812E-6
197.63123, 3.92322288, 4.195E-5, 1.00001331, 1.069E-5
198.16231, 3.92321069, 3.649E-5, 1.00001021, 9.301E-6
200.12350, 3.92319634, 4.095E-5, 1.00000655, 1.044E-5
200.34717, 3.92318938, 3.813E-5, 1.00000478, 9.718E-6
200.38472, 3.92319126, 4.190E-5, 1.00000526, 1.068E-5
200.54881, 3.92319128, 3.552E-5, 1.00000526, 9.054E-6
201.03943, 3.92318715, 3.555E-5, 1.00000421, 9.062E-6
201.05235, 3.92318899, 3.762E-5, 1.00000468, 9.589E-6
206.64486, 3.92317598, 3.830E-5, 1.00000136, 9.763E-6
206.69119, 3.92318053, 3.736E-5, 1.00000252, 9.522E-6
206.83961, 3.92317893, 3.578E-5, 1.00000211, 9.121E-6
209.23085, 3.92317092, 4.038E-5, 1.00000007, 1.029E-5
210.38949, 3.92316415, 3.456E-5, 0.99999835, 8.808E-6
210.60582, 3.92316707, 4.174E-5, 0.99999909, 1.064E-5
210.67850, 3.92316593, 3.934E-5, 0.99999880, 1.003E-5
211.11969, 3.92316350, 4.207E-5, 0.99999818, 1.072E-5
212.44173, 3.92316350, 3.665E-5, 0.99999818, 9.342E-6
212.44637, 3.92315882, 4.088E-5, 0.99999699, 1.042E-5
212.60478, 3.92316013, 3.874E-5, 0.99999732, 9.875E-6
212.89271, 3.92316341, 3.642E-5, 0.99999816, 9.282E-6
212.89557, 3.92315878, 4.193E-5, 0.99999698, 1.069E-5
213.84820, 3.92315953, 4.207E-5, 0.99999717, 1.072E-5
213.85135, 3.92316042, 3.562E-5, 0.99999739, 9.079E-6
213.86348, 3.92316128, 3.794E-5, 0.99999761, 9.671E-6
214.76654, 3.92316495, 4.081E-5, 0.99999855, 1.040E-5
215.33395, 3.92316343, 3.742E-5, 0.99999816, 9.538E-6
215.65346, 3.92316069, 3.852E-5, 0.99999746, 9.819E-6
215.70086, 3.92315997, 3.557E-5, 0.99999728, 9.066E-6
215.97967, 3.92316247, 4.020E-5, 0.99999792, 1.025E-5
216.29064, 3.92315621, 4.235E-5, 0.99999632, 1.079E-5
216.67730, 3.92315756, 3.466E-5, 0.99999666, 8.835E-6
217.20404, 3.92316131, 4.138E-5, 0.99999762, 1.055E-5
217.34481, 3.92316052, 3.913E-5, 0.99999742, 9.973E-6
217.47678, 3.92315698, 4.185E-5, 0.99999652, 1.067E-5
217.80545, 3.92315494, 3.603E-5, 0.99999600, 9.183E-6
218.73529, 3.92315315, 3.705E-5, 0.99999554, 9.445E-6
220.21733, 3.92315271, 3.444E-5, 0.99999543, 8.777E-6
220.33040, 3.92315261, 3.574E-5, 0.99999540, 9.109E-6
220.33915, 3.92314824, 3.952E-5, 0.99999429, 1.007E-5
